id,NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HttpsInHostname,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,RightClickDisabled,PopUpWindow,IframeOrFrame,MissingTitle,ImagesOnlyInForm
2498,1,0,5,87,7,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,18,62,0,0,0,0,0.156862745,0,1,0,0,0,0,0,1,0,0
2499,2,0,2,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2500,3,1,4,74,2,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,23,44,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0
2501,1,0,2,86,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,63,0,0,0,0,0.928571429,0,1,1,1,0,0,0,1,0,0
2502,3,1,3,79,4,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,26,46,0,0,0,0,0.989361702,0,0,0,1,0,0,0,1,0,1
2503,1,0,5,71,2,0,0,0,0,0,0,0,0,16,1,1,0,0,0,0,16,48,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0
2504,4,1,3,88,1,0,0,0,0,0,1,0,0,28,1,1,0,0,0,0,14,32,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2505,3,1,12,155,1,0,0,0,1,0,0,0,0,48,1,1,0,0,1,0,17,131,0,0,1,0,0.125,1,1,1,0,1,0,0,1,0,0
2506,2,0,5,79,0,0,0,0,0,0,0,0,0,23,1,1,0,0,0,0,15,57,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2507,1,0,3,105,9,0,0,0,0,0,0,0,0,9,1,1,0,0,1,0,21,77,0,0,0,0,0.210526316,0,1,0,1,0,0,0,0,0,0
2508,2,0,1,53,0,0,0,0,0,0,3,2,0,7,1,0,0,0,0,0,13,17,15,0,0,0,0.75,0,1,1,0,0,0,0,0,0,0
2509,2,0,2,81,0,0,0,0,0,0,2,1,0,3,1,0,0,0,0,0,24,17,32,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2510,3,1,2,41,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,18,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2511,4,1,2,126,0,0,0,0,0,8,1,0,0,15,1,0,0,0,0,0,17,14,87,0,1,0,0.423076923,0,0,0,0,0,0,0,0,0,0
2512,2,1,4,54,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,26,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2513,3,0,6,81,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2514,3,1,5,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2515,2,0,4,62,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15,40,0,0,0,0,0.4,1,1,1,0,0,0,0,1,0,0
2516,5,0,2,67,1,0,0,0,0,0,0,0,0,23,1,0,1,0,1,0,14,17,28,0,1,0,0.16,1,1,0,0,0,0,0,1,0,0
2517,3,1,2,48,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,20,0,0,0,0,0.035087719,0,1,0,1,0,0,0,1,0,0
2518,1,0,5,72,6,0,0,0,0,0,0,0,0,10,1,1,0,0,1,0,9,56,0,0,0,0,0.949152542,1,1,1,0,0,0,0,1,0,0
2519,1,0,6,58,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,15,36,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2520,2,0,7,87,2,1,0,0,0,0,0,0,0,6,1,0,0,0,1,0,18,62,0,0,0,0,0.071428571,0,1,1,0,0,0,0,1,0,0
2521,2,1,4,134,9,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,34,93,0,0,0,0,0.638297872,0,1,1,0,0,0,0,1,0,0
2522,3,1,1,66,1,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,19,14,25,0,0,0,0.1,0,1,0,0,0,0,0,0,0,0
2523,1,0,3,59,2,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,16,36,0,0,0,0,0.333333333,0,1,1,0,0,0,0,1,0,0
2524,3,1,8,113,2,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,17,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2525,3,1,2,59,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,0,24,22,5,0,0,0,0.20441989,0,1,0,0,0,0,0,1,0,0
2526,3,1,4,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,35,0,0,0,0,0.105263158,0,1,1,0,0,0,0,0,0,0
2527,3,0,4,42,0,0,0,0,0,0,0,0,0,11,1,0,1,0,0,0,14,21,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
2528,2,0,4,115,13,0,0,0,1,0,0,0,0,13,1,1,0,0,1,0,10,98,0,0,0,0,0.53125,0,1,0,0,0,0,0,0,0,0
2529,3,1,4,79,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,22,50,0,0,0,0,0.133333333,1,1,1,0,0,0,0,0,0,0
2530,1,0,3,66,0,0,0,0,0,0,0,0,0,18,1,1,0,0,0,0,21,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2531,1,0,2,58,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,35,0,0,0,0,0.684210526,0,1,1,0,0,0,0,1,0,0
2532,2,0,3,48,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,15,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2533,2,0,2,48,0,0,0,0,0,0,1,0,0,10,1,1,0,0,0,0,10,17,13,0,0,0,1,1,1,0,0,0,0,0,0,0,1
2534,2,1,3,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,17,0,0,0,0,0.634615385,1,1,0,0,0,0,0,1,0,0
2535,3,1,4,61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,34,0,0,1,0,0.076923077,0,1,1,0,0,0,0,0,0,0
2536,2,0,2,46,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,15,24,0,0,0,0,0.261904762,1,1,1,0,1,0,0,1,0,0
2537,3,1,7,93,1,0,0,0,0,0,0,0,0,21,1,1,0,0,1,0,22,64,0,0,0,0,0.125,0,1,1,0,0,0,0,0,0,0
2538,4,0,3,63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,25,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2539,1,0,4,114,1,0,0,0,0,2,5,4,0,12,1,1,0,0,0,0,8,26,72,0,0,0,0.5,0,1,1,0,1,0,0,1,0,0
2540,3,1,3,54,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,19,28,0,0,0,0,0.111111111,0,1,0,0,0,0,0,0,0,0
2541,1,0,0,33,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,15,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2542,2,1,3,68,0,0,0,0,0,0,0,0,0,20,1,1,0,0,0,0,20,41,0,0,0,0,0.142857143,1,1,0,0,0,0,0,0,0,0
2543,4,1,1,58,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,22,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2544,2,1,4,76,0,0,0,1,0,0,0,0,0,29,0,1,0,0,0,0,23,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2545,3,0,2,37,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,17,0,0,0,0,0.8,0,0,0,0,0,0,0,1,0,0
2546,2,1,4,70,5,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,13,50,0,0,0,0,0.785714286,0,1,0,1,0,0,0,0,0,0
2547,4,1,6,99,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,14,78,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2548,1,0,3,55,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,13,35,0,0,0,0,0.285714286,0,1,0,0,0,0,0,1,0,0
2549,2,1,2,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,5,0,0,0,0,0.222222222,0,1,0,0,0,0,0,1,0,0
2550,2,1,7,79,1,1,0,0,0,0,0,0,0,13,1,1,0,0,1,0,21,51,0,0,0,0,0.25,0,1,0,0,0,0,0,0,0,0
2551,3,1,1,51,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,21,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2552,2,1,3,95,4,0,0,0,0,0,0,0,0,22,1,1,0,0,0,0,23,65,0,0,0,0,0.985915493,1,0,0,0,0,0,0,0,0,0
2553,1,0,5,44,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,17,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2554,2,1,3,77,0,0,0,0,0,0,0,0,0,29,1,1,0,0,0,0,19,12,38,0,1,0,0,0,1,1,0,0,0,0,0,0,1
2555,2,0,2,54,1,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,15,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2556,5,3,1,41,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,23,11,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2557,3,1,4,61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23,31,0,0,0,0,0.08,0,1,1,0,1,0,0,1,0,0
2558,2,1,2,51,0,0,0,0,0,0,1,0,0,5,1,1,0,0,0,0,17,11,15,0,0,0,0.523809524,0,1,0,1,0,0,0,0,0,0
2559,2,0,4,77,3,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,10,60,0,0,0,0,0.545454546,0,0,0,0,0,0,0,0,0,0
2560,3,1,4,56,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,29,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2561,3,1,1,50,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23,20,0,0,0,0,0.03030303,0,1,1,0,1,0,0,1,0,0
2562,1,0,0,35,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,19,1,7,0,0,0,0.322580645,0,1,0,0,0,0,0,1,0,0
2563,2,1,3,68,1,1,0,0,0,0,0,0,0,15,1,1,0,0,1,0,21,40,0,0,0,0,0.090909091,0,1,1,0,0,1,0,1,0,0
2564,1,0,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2565,1,0,2,114,16,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,10,97,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2566,2,0,2,102,3,1,0,0,1,0,0,0,0,8,1,1,0,0,0,0,14,81,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2567,4,0,4,76,0,0,1,0,0,1,0,0,0,15,1,1,0,0,0,0,10,59,0,0,0,1,0.333333333,1,1,0,0,0,0,0,0,0,0
2568,2,1,5,57,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,31,0,0,0,0,0.785714286,0,1,0,0,0,0,0,1,0,0
2569,2,1,3,170,11,0,0,0,0,0,5,4,0,12,1,0,0,0,1,0,17,17,128,0,0,0,0.6875,0,0,0,0,0,0,0,0,0,0
2570,2,0,2,70,0,0,0,0,0,0,2,1,0,5,1,0,0,0,0,0,14,24,24,0,0,0,0.153846154,0,1,0,0,0,0,0,0,0,0
2571,4,1,5,102,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,26,69,0,0,0,0,0.142857143,1,1,0,0,0,0,0,1,0,0
2572,3,1,5,78,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30,41,0,0,0,0,0.085106383,0,1,0,1,0,0,0,0,0,0
2573,2,0,2,66,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,13,13,32,0,0,0,0.17948718,0,0,0,0,0,0,0,1,0,0
2574,1,0,5,68,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15,46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2575,2,1,0,55,2,2,0,0,0,0,0,0,0,8,1,1,0,0,0,0,47,1,0,0,0,0,0.2,0,1,1,0,0,0,0,0,0,1
2576,3,0,3,56,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,17,32,0,0,1,0,0.285714286,1,1,0,0,0,0,0,1,0,0
2577,5,1,3,88,0,0,0,0,0,0,0,0,0,22,1,1,0,0,1,0,20,61,0,0,0,1,0.083333333,1,1,1,0,1,0,0,0,0,0
2578,1,0,3,48,0,0,0,0,1,0,0,0,0,7,1,1,0,0,1,0,15,26,0,0,0,0,0.733333333,0,0,0,0,0,0,0,1,0,0
2579,2,0,4,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,31,0,0,0,0,0.642857143,1,1,0,0,0,0,0,0,0,0
2580,1,0,7,105,7,0,0,0,0,0,0,0,0,13,1,1,0,0,1,0,15,83,0,0,0,0,0.290322581,0,1,0,0,0,0,0,1,0,0
2581,4,1,5,191,2,0,0,0,7,0,3,2,0,21,1,1,0,0,1,0,18,69,96,0,0,0,0.2,0,1,1,0,0,0,0,0,0,0
2582,2,0,3,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,23,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2583,2,0,2,39,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15,17,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2584,4,1,4,62,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,29,26,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
2585,2,0,4,59,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,20,32,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2586,1,0,1,33,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18,8,0,0,0,0,0.964285714,1,0,0,0,0,0,0,0,0,0
2587,2,1,0,50,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,0,21,1,20,0,0,0,0.24,0,1,0,0,0,0,0,0,0,0
2588,3,1,1,90,6,0,0,0,0,0,0,0,0,13,1,1,0,0,1,0,26,57,0,0,0,0,0.909090909,1,0,0,0,0,0,0,1,0,0
2589,2,0,7,138,0,0,0,0,0,0,2,1,0,22,1,1,0,0,0,0,18,55,57,0,0,0,0.714285714,0,1,0,0,0,0,0,0,0,0
2590,4,1,2,51,1,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,21,23,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2591,3,1,1,55,0,0,0,0,0,0,1,0,0,8,1,1,0,0,1,0,11,23,13,0,0,0,0.038461539,0,0,0,0,0,0,0,0,0,0
2592,2,1,5,73,5,0,0,0,0,0,0,0,0,9,1,1,0,0,1,0,17,49,0,0,0,1,0.091891892,0,1,0,0,0,0,0,0,0,0
2593,4,0,5,59,0,0,0,1,0,0,0,0,0,9,1,0,1,0,1,0,12,40,0,0,0,0,0.785714286,0,1,0,0,0,0,0,1,0,0
2594,3,1,3,68,3,1,0,0,0,0,0,0,0,6,1,1,0,0,0,0,26,35,0,0,0,0,0.966666667,0,0,0,0,0,0,0,1,0,0
2595,3,1,4,100,6,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23,70,0,0,0,0,0.764705882,0,1,0,0,0,0,0,0,0,0
2596,1,0,2,65,5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,25,33,0,0,0,0,0.511627907,0,1,0,0,0,0,0,0,0,0
2597,2,1,3,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,11,0,0,0,0,0.166666667,0,1,1,0,0,0,0,0,0,0
2598,2,0,1,39,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,13,19,0,0,0,0,0.714285714,0,0,0,0,0,0,0,0,0,0
2599,3,1,3,61,0,0,0,0,1,0,0,0,0,8,1,1,0,0,0,0,25,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2600,3,1,2,109,0,0,0,0,3,0,5,4,0,5,1,0,0,0,1,0,16,20,65,0,0,0,0.135135135,0,1,1,1,1,0,0,1,0,0
2601,2,0,3,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,26,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
2602,5,1,3,71,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28,36,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2603,2,1,3,47,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,24,16,0,0,0,0,0.177777778,0,0,0,0,0,0,0,1,0,0
2604,3,1,2,42,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,17,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2605,2,1,2,94,11,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,21,66,0,0,0,0,0.423913044,0,1,1,0,0,0,0,1,0,0
2606,2,0,7,73,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,52,0,0,0,0,0.071428571,0,1,1,0,0,0,0,0,0,0
2607,1,0,0,67,0,0,0,0,2,0,3,2,0,8,1,0,0,0,0,0,14,1,44,0,0,0,0.923076923,1,0,0,0,0,0,0,0,0,0
2608,2,0,2,51,1,1,0,0,0,0,1,0,0,11,1,1,0,0,0,0,13,17,13,0,0,0,1,1,1,0,0,0,0,0,0,0,1
2609,2,1,2,53,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,33,0,0,0,0,0.172413793,0,1,1,0,1,0,0,0,0,0
2610,3,1,5,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2611,2,1,7,160,1,1,0,0,1,0,0,0,0,47,1,1,0,0,0,0,27,71,54,0,0,0,0,0,1,1,0,1,0,0,0,0,0
2612,2,0,3,44,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,26,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2613,6,1,3,63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,22,34,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2614,2,0,3,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,23,0,0,0,0,0.785714286,0,1,0,0,0,0,0,1,0,0
2615,2,1,8,88,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,60,0,0,0,0,0.785714286,0,1,0,0,0,0,0,1,0,0
2616,2,0,1,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,10,0,0,0,0,0.1,0,0,0,0,0,0,0,1,0,0
2617,2,0,4,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,37,0,0,0,0,0.090909091,1,1,0,0,0,0,0,0,0,0
2618,1,0,4,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2619,3,1,3,61,3,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,24,30,0,0,0,0,0.962264151,0,1,0,0,0,0,0,1,0,0
2620,2,0,3,78,2,0,0,0,0,4,0,0,0,8,1,1,0,0,1,0,16,55,0,0,0,0,0.071428571,1,1,0,0,0,0,0,0,0,0
2621,2,0,2,46,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,19,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2622,3,1,1,38,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,11,13,6,0,0,0,0.328125,0,1,1,0,0,0,0,0,0,0
2623,5,1,5,71,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,24,40,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2624,3,0,1,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2625,4,0,3,222,0,0,0,0,7,0,19,11,0,9,1,0,1,0,0,0,12,22,180,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2626,4,1,2,62,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,31,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0
2627,2,0,4,59,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,22,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2628,2,0,7,113,1,0,0,0,0,0,0,0,0,18,1,1,0,0,1,0,19,87,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2629,1,0,2,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,11,0,0,0,0,0.185185185,0,1,1,0,0,0,0,1,0,0
2630,6,0,4,135,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,22,43,62,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2631,3,1,1,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2632,3,1,2,39,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,16,16,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2633,2,1,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
2634,1,0,3,54,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,21,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
2635,3,2,5,121,5,4,0,0,0,0,0,0,0,23,1,1,0,1,1,0,66,48,0,0,0,0,0.090909091,0,1,1,0,0,1,0,1,0,0
2636,1,0,5,52,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,30,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2637,4,1,4,85,1,0,0,0,0,1,2,1,0,11,1,1,0,0,0,0,13,26,38,0,0,0,0.285714286,0,0,0,0,0,0,0,1,0,0
2638,3,1,2,44,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,27,10,0,0,0,0,0.785714286,0,1,0,0,0,0,0,1,0,0
2639,1,0,2,37,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,14,6,9,0,0,0,0.092592593,0,0,0,0,0,0,0,1,0,0
2640,2,1,6,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2641,16,14,8,159,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,115,37,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
2642,2,0,5,59,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,8,44,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2643,3,1,5,94,0,0,0,0,2,0,0,0,0,29,1,1,0,0,0,0,16,71,0,0,0,1,0.9,1,0,0,0,0,0,0,1,0,0
2644,2,1,3,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,12,0,0,0,0,0.153846154,0,1,0,0,0,0,0,0,0,0
2645,1,0,3,90,10,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,16,67,0,0,0,0,0.979166667,1,1,1,0,0,0,0,1,0,0
2646,4,1,7,92,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,20,65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2647,1,0,2,63,4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,8,48,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0
2648,3,1,3,47,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,21,19,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0
2649,7,1,6,93,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,17,69,0,0,1,1,0.416666667,1,1,0,0,0,0,0,1,0,0
2650,1,0,1,42,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,22,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0
2651,2,1,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2652,3,0,2,57,1,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,18,32,0,0,0,0,0.071428571,1,1,0,0,0,0,0,1,0,0
2653,1,0,2,48,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,19,22,0,0,0,0,0.05,0,1,1,0,1,0,0,0,0,0
2654,2,1,4,49,0,0,0,0,0,0,0,0,0,13,1,1,0,0,0,0,25,17,0,0,0,0,0.259259259,0,1,1,1,0,0,0,0,0,0
2655,2,0,5,51,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,30,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2656,3,1,6,69,3,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,17,45,0,0,0,0,0.5,0,0,0,0,0,0,0,1,1,0
2657,1,0,5,92,9,1,0,0,0,0,0,0,0,10,1,1,0,0,1,0,16,69,0,0,0,0,0.952380952,1,1,1,1,0,0,0,1,0,0
2658,3,2,4,109,5,4,0,0,0,0,0,0,0,23,1,1,0,1,1,0,57,45,0,0,0,0,0.090909091,0,1,1,0,0,1,0,1,0,0
2659,1,0,4,35,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,16,12,0,0,0,0,0.377777778,0,1,1,0,0,0,0,1,0,0
2660,3,0,9,104,0,0,0,0,0,0,1,0,0,15,1,0,0,0,1,0,6,57,33,0,0,0,1,1,1,0,0,0,0,0,1,0,0
2661,3,1,0,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,1,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,1
2662,5,0,6,116,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,16,39,53,0,0,0,0.166666667,0,1,0,0,0,0,0,1,0,0
2663,3,1,2,41,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,16,18,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2664,2,1,3,87,7,3,0,0,0,0,0,0,0,6,1,1,0,0,0,0,31,49,0,0,0,0,0.944444444,1,0,0,0,0,0,0,1,0,0
2665,4,0,3,63,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,39,0,0,1,0,0.153846154,1,1,0,0,0,0,0,1,0,0
2666,3,1,3,87,2,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,29,51,0,0,0,0,0.09375,1,1,0,1,0,0,0,0,0,0
2667,4,0,3,51,0,0,0,0,1,0,1,1,0,9,1,0,1,0,0,0,12,22,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2668,2,0,6,172,0,0,0,0,3,0,2,1,0,39,1,1,0,0,1,0,10,88,66,0,2,0,0.25,0,1,0,0,0,0,0,0,0,0
2669,3,1,1,55,0,0,0,0,0,0,2,1,0,6,1,0,0,0,0,0,24,11,12,0,0,0,0.833333333,0,1,0,1,0,0,0,1,0,1
2670,4,0,3,72,0,0,0,0,1,0,5,5,0,11,1,0,1,0,0,0,12,22,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0
